Document_No,Expected_Issues
2310000938,"PAN_INVALID,PAN_MISSING_SHORT"
2510000939,"PAN_INVALID,PAN_MISSING_SHORT"
2510000940,"PAN_INVALID,PAN_MISSING_SHORT"
2310000941,"PAN_INVALID,PAN_MISSING_SHORT"
2510000942,"PAN_INVALID,PAN_MISSING_SHORT"
2310000943,"PAN_INVALID,PAN_MISSING_SHORT"
2510000944,"PAN_INVALID,PAN_MISSING_SHORT"
2310000945,"PAN_INVALID,PAN_MISSING_SHORT"
2510000946,"PAN_INVALID,PAN_MISSING_SHORT"
2510000947,"PAN_INVALID,PAN_MISSING_SHORT"
2310000948,"PAN_INVALID,PAN_MISSING_SHORT"
2310000949,"PAN_INVALID,PAN_MISSING_SHORT"
2510000950,"PAN_INVALID,PAN_MISSING_SHORT"
2510000951,"PAN_INVALID,PAN_MISSING_SHORT"
2510000952,"PAN_INVALID,PAN_MISSING_SHORT"
2510000953,"PAN_INVALID,PAN_MISSING_SHORT"
2510000954,"PAN_INVALID,PAN_MISSING_SHORT"
2510000955,"PAN_INVALID,PAN_MISSING_SHORT"
2310000956,PAN_FORMAT_INVALID
2510000957,PAN_FORMAT_INVALID
2510000958,PAN_FORMAT_INVALID
2510000959,PAN_FORMAT_INVALID
2310000960,PAN_FORMAT_INVALID
2310000961,PAN_FORMAT_INVALID
2310000962,PAN_FORMAT_INVALID
2510000963,PAN_FORMAT_INVALID
2510000964,PAN_FORMAT_INVALID
2510000965,PAN_FORMAT_INVALID
2310000966,PAN_FORMAT_INVALID
2310000967,PAN_FORMAT_INVALID
2510000968,PAN_FORMAT_INVALID
2310000969,PAN_FORMAT_INVALID
2510000970,PAN_FORMAT_INVALID
2310000971,PAN_FORMAT_INVALID
2310000972,PAN_FORMAT_INVALID
2310000973,PAN_FORMAT_INVALID
2310000974,PAN_FORMAT_INVALID
2510000975,PAN_FORMAT_INVALID
2310000976,PAN_MISSING_20PCT_CORRECT
2310000977,PAN_MISSING_20PCT_CORRECT
2510000978,PAN_MISSING_20PCT_CORRECT
2310000979,PAN_MISSING_20PCT_CORRECT
2310000980,PAN_MISSING_20PCT_CORRECT
2510000981,PAN_MISSING_20PCT_CORRECT
2310000982,PAN_MISSING_20PCT_CORRECT
2510000983,PAN_MISSING_20PCT_CORRECT
2510000984,PAN_MISSING_20PCT_CORRECT
2310000985,PAN_MISSING_20PCT_CORRECT
2510000986,PAN_MISSING_20PCT_CORRECT
2310000987,PAN_MISSING_20PCT_CORRECT
2510000988,PAN_MISSING_20PCT_CORRECT
2510000989,PAN_MISSING_20PCT_CORRECT
2310000990,PAN_MISSING_20PCT_CORRECT
2510000991,PAN_MISSING_20PCT_CORRECT
2310000992,PAN_MISSING_20PCT_CORRECT
2510000993,PAN_MISSING_20PCT_CORRECT
2510000994,PAN_MISSING_20PCT_CORRECT
2310000995,PAN_MISSING_20PCT_CORRECT
2310000996,PAN_MISSING_20PCT_CORRECT
2310000997,PAN_MISSING_20PCT_CORRECT
2510000998,PAN_MISSING_20PCT_CORRECT
2510000999,PAN_MISSING_20PCT_CORRECT
2310001000,PAN_MISSING_20PCT_CORRECT
2510001001,PAN_MISSING_NORMAL_RATE
2310001002,PAN_MISSING_NORMAL_RATE
2510001003,PAN_MISSING_NORMAL_RATE
2310001004,PAN_MISSING_NORMAL_RATE
2510001005,PAN_MISSING_NORMAL_RATE
2510001006,PAN_MISSING_NORMAL_RATE
2310001007,PAN_MISSING_NORMAL_RATE
2310001008,PAN_MISSING_NORMAL_RATE
2310001009,PAN_MISSING_NORMAL_RATE
2510001010,PAN_MISSING_NORMAL_RATE
2310001011,PAN_MISSING_NORMAL_RATE
2510001012,PAN_MISSING_NORMAL_RATE
2510001013,PAN_MISSING_NORMAL_RATE
2310001014,PAN_MISSING_NORMAL_RATE
2310001015,PAN_MISSING_NORMAL_RATE
2510001016,PAN_MISSING_NORMAL_RATE
2310001017,PAN_MISSING_NORMAL_RATE
2310001018,PAN_MISSING_NORMAL_RATE
2510001019,PAN_MISSING_NORMAL_RATE
2310001020,PAN_MISSING_NORMAL_RATE
2510001021,PAN_MISSING_NORMAL_RATE
2510001022,PAN_MISSING_NORMAL_RATE
2310001023,PAN_MISSING_NORMAL_RATE
2510001024,PAN_MISSING_NORMAL_RATE
2310001025,PAN_MISSING_NORMAL_RATE
2310001026,"PAN_MISSING,NO_TDS_DEDUCTED"
2510001027,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001028,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001029,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001030,"PAN_MISSING,NO_TDS_DEDUCTED"
2510001031,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001032,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001033,"PAN_MISSING,NO_TDS_DEDUCTED"
2510001034,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001035,"PAN_MISSING,NO_TDS_DEDUCTED"
2510001036,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001037,"PAN_MISSING,NO_TDS_DEDUCTED"
2510001038,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001039,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001040,"PAN_MISSING,NO_TDS_DEDUCTED"
2510001041,"PAN_MISSING,NO_TDS_DEDUCTED"
2510001042,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001043,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001044,"PAN_MISSING,NO_TDS_DEDUCTED"
2510001045,"PAN_MISSING,NO_TDS_DEDUCTED"
2310001046,LDC
2510001047,LDC
2510001048,LDC
2510001049,LDC
2510001050,LDC
2510001051,LDC
2310001052,LDC
2510001053,LDC
2310001054,LDC
2510001055,LDC
2510001056,LDC
2510001057,LDC
2310001058,LDC
2510001059,LDC
2310001060,LDC
2310001061,LDC
2510001062,LDC
2510001063,LDC
2310001064,LDC
2510001065,LDC
2510001066,"EXPIRED_LDC,WRONG_LDC_RATE"
2510001067,"EXPIRED_LDC,WRONG_LDC_RATE"
2510001068,"EXPIRED_LDC,WRONG_LDC_RATE"
2310001069,"EXPIRED_LDC,WRONG_LDC_RATE"
2510001070,"EXPIRED_LDC,WRONG_LDC_RATE"
2510001071,"EXPIRED_LDC,WRONG_LDC_RATE"
2310001072,"EXPIRED_LDC,WRONG_LDC_RATE"
2310001073,"EXPIRED_LDC,WRONG_LDC_RATE"
2310001074,"EXPIRED_LDC,WRONG_LDC_RATE"
2510001075,"EXPIRED_LDC,WRONG_LDC_RATE"
2510001076,"EXPIRED_LDC,WRONG_LDC_RATE"
2310001077,"EXPIRED_LDC,WRONG_LDC_RATE"
2510001078,"EXPIRED_LDC,WRONG_LDC_RATE"
2510001079,"EXPIRED_LDC,WRONG_LDC_RATE"
2510001080,"EXPIRED_LDC,WRONG_LDC_RATE"
2310001081,"EXPIRED_LDC,WRONG_LDC_RATE"
2310001082,"EXPIRED_LDC,WRONG_LDC_RATE"
2510001083,"EXPIRED_LDC,WRONG_LDC_RATE"
2510001084,"EXPIRED_LDC,WRONG_LDC_RATE"
2310001085,"EXPIRED_LDC,WRONG_LDC_RATE"
2310001086,WRONG_LDC_RATE
2510001087,WRONG_LDC_RATE
2510001088,WRONG_LDC_RATE
2510001089,WRONG_LDC_RATE
2510001090,WRONG_LDC_RATE
2310001091,WRONG_LDC_RATE
2510001092,WRONG_LDC_RATE
2510001093,WRONG_LDC_RATE
2510001094,WRONG_LDC_RATE
2310001095,WRONG_LDC_RATE
2310001096,WRONG_LDC_RATE
2510001097,WRONG_LDC_RATE
2510001098,WRONG_LDC_RATE
2510001099,WRONG_LDC_RATE
2310001100,WRONG_LDC_RATE
2310001101,WRONG_LDC_RATE
2310001102,WRONG_LDC_RATE
2310001103,WRONG_LDC_RATE
2310001104,WRONG_LDC_RATE
2510001105,WRONG_LDC_RATE
2510001106,THRESHOLD_NOT_CROSSED
2510001107,THRESHOLD_NOT_CROSSED
2310001108,THRESHOLD_NOT_CROSSED
2310001109,THRESHOLD_NOT_CROSSED
2310001110,THRESHOLD_NOT_CROSSED
2510001111,THRESHOLD_NOT_CROSSED
2510001112,THRESHOLD_NOT_CROSSED
2310001113,THRESHOLD_NOT_CROSSED
2310001114,THRESHOLD_NOT_CROSSED
2510001115,THRESHOLD_NOT_CROSSED
2310001116,THRESHOLD_NOT_CROSSED
2510001117,THRESHOLD_NOT_CROSSED
2510001118,THRESHOLD_NOT_CROSSED
2310001119,THRESHOLD_NOT_CROSSED
2310001120,THRESHOLD_NOT_CROSSED
2310001121,NO_ISSUE
2510001122,NO_ISSUE
2310001123,NO_ISSUE
2510001124,NO_ISSUE
2310001125,NO_ISSUE
2510001126,NO_ISSUE
2510001127,NO_ISSUE
2510001128,NO_ISSUE
2310001129,NO_ISSUE
2510001130,NO_ISSUE
2510001131,NO_ISSUE
2310001132,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED,FY_THRESHOLD"
2310001133,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED,FY_THRESHOLD"
2310001134,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED,FY_THRESHOLD"
2310001135,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED,FY_THRESHOLD"
2510001136,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED,FY_THRESHOLD"
2310001137,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED,FY_THRESHOLD"
2310001138,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED,FY_THRESHOLD"
2510001139,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED,FY_THRESHOLD"
2310001140,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED,FY_THRESHOLD"
2310001141,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED,FY_THRESHOLD"
2510001142,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED,FY_THRESHOLD"
2310001143,NO_ISSUE
2310001144,NO_ISSUE
2310001145,NO_ISSUE
2310001146,NO_ISSUE
2310001147,NO_ISSUE
2510001148,NO_ISSUE
2310001149,NO_ISSUE
2310001150,NO_ISSUE
2510001151,NO_ISSUE
2510001152,NO_ISSUE
2510001153,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED"
2510001154,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED"
2510001155,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED"
2310001156,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED"
2510001157,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED"
2310001158,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED"
2510001159,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED"
2510001160,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED"
2310001161,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED"
2510001162,"THRESHOLD_CROSSED,NO_TDS_DEDUCTED"
2310001163,NO_ISSUE
2510001164,DUPLICATE_INVOICE
2310001165,NO_ISSUE
2310001166,DUPLICATE_INVOICE
2510001167,NO_ISSUE
2310001168,DUPLICATE_INVOICE
2310001169,NO_ISSUE
2310001170,DUPLICATE_INVOICE
2510001171,NO_ISSUE
2310001172,DUPLICATE_INVOICE
2510001173,NO_ISSUE
2510001174,DUPLICATE_INVOICE
2510001175,NO_ISSUE
2510001176,DUPLICATE_INVOICE
2510001177,NO_ISSUE
2310001178,DUPLICATE_INVOICE
2310001179,NO_ISSUE
2510001180,DUPLICATE_INVOICE
2310001181,NO_ISSUE
2310001182,DUPLICATE_INVOICE
2310001183,NO_ISSUE
2510001184,DUPLICATE_INVOICE
2310001185,NO_ISSUE
2510001186,DUPLICATE_INVOICE
2310001187,NO_ISSUE
2310001188,DUPLICATE_INVOICE
2510001189,NO_ISSUE
2510001190,DUPLICATE_INVOICE
2310001191,NO_ISSUE
2510001192,DUPLICATE_INVOICE
2610001193,NO_ISSUE
2610001194,DUPLICATE_PAYMENT
2610001195,NO_ISSUE
2610001196,DUPLICATE_PAYMENT
2610001197,NO_ISSUE
2610001198,DUPLICATE_PAYMENT
2610001199,NO_ISSUE
2610001200,DUPLICATE_PAYMENT
2610001201,NO_ISSUE
2610001202,DUPLICATE_PAYMENT
2610001203,NO_ISSUE
2610001204,DUPLICATE_PAYMENT
2610001205,NO_ISSUE
2610001206,DUPLICATE_PAYMENT
2610001207,NO_ISSUE
2610001208,DUPLICATE_PAYMENT
2610001209,NO_ISSUE
2610001210,DUPLICATE_PAYMENT
2610001211,NO_ISSUE
2610001212,DUPLICATE_PAYMENT
2610001213,NO_ISSUE
2610001214,DUPLICATE_PAYMENT
2610001215,NO_ISSUE
2610001216,DUPLICATE_PAYMENT
2310001217,CREDIT_NOTE
2310001218,CREDIT_NOTE
2310001219,CREDIT_NOTE
2310001220,CREDIT_NOTE
2310001221,CREDIT_NOTE
2310001222,CREDIT_NOTE
2310001223,CREDIT_NOTE
2310001224,CREDIT_NOTE
2310001225,CREDIT_NOTE
2310001226,CREDIT_NOTE
2310001227,CREDIT_NOTE
2310001228,CREDIT_NOTE
2310001229,CREDIT_NOTE
2310001230,CREDIT_NOTE
2310001231,CREDIT_NOTE
2310001232,CREDIT_NOTE
2310001233,CREDIT_NOTE
2310001234,CREDIT_NOTE
2310001235,CREDIT_NOTE
2310001236,CREDIT_NOTE
2310001237,DEBIT_NOTE
2310001238,DEBIT_NOTE
2310001239,DEBIT_NOTE
2310001240,DEBIT_NOTE
2310001241,DEBIT_NOTE
2310001242,DEBIT_NOTE
2310001243,DEBIT_NOTE
2310001244,DEBIT_NOTE
2310001245,DEBIT_NOTE
2310001246,DEBIT_NOTE
2310001247,DEBIT_NOTE
2310001248,DEBIT_NOTE
2310001249,DEBIT_NOTE
2310001250,DEBIT_NOTE
2310001251,DEBIT_NOTE
2310001252,DEBIT_NOTE
2310001253,DEBIT_NOTE
2310001254,DEBIT_NOTE
2310001255,DEBIT_NOTE
2310001256,DEBIT_NOTE
2310001257,"ADVANCE,NO_TDS_DEDUCTED"
2310001258,"ADVANCE,NO_TDS_DEDUCTED"
2310001259,"ADVANCE,NO_TDS_DEDUCTED"
2310001260,"ADVANCE,NO_TDS_DEDUCTED"
2310001261,"ADVANCE,NO_TDS_DEDUCTED"
2310001262,"ADVANCE,NO_TDS_DEDUCTED"
2310001263,"ADVANCE,NO_TDS_DEDUCTED"
2310001264,"ADVANCE,NO_TDS_DEDUCTED"
2310001265,"ADVANCE,NO_TDS_DEDUCTED"
2310001266,"ADVANCE,NO_TDS_DEDUCTED"
2310001267,"ADVANCE,NO_TDS_DEDUCTED"
2310001268,"ADVANCE,NO_TDS_DEDUCTED"
2310001269,"ADVANCE,NO_TDS_DEDUCTED"
2310001270,"ADVANCE,NO_TDS_DEDUCTED"
2310001271,"ADVANCE,NO_TDS_DEDUCTED"
2310001272,"ADVANCE,NO_TDS_DEDUCTED"
2310001273,"ADVANCE,NO_TDS_DEDUCTED"
2310001274,"ADVANCE,NO_TDS_DEDUCTED"
2310001275,"ADVANCE,NO_TDS_DEDUCTED"
2310001276,"ADVANCE,NO_TDS_DEDUCTED"
2310001277,"ADVANCE,NO_TDS_DEDUCTED"
2310001278,"ADVANCE,NO_TDS_DEDUCTED"
2310001279,"ADVANCE,NO_TDS_DEDUCTED"
2310001280,"ADVANCE,NO_TDS_DEDUCTED"
2310001281,"ADVANCE,NO_TDS_DEDUCTED"
2310001282,ADVANCE
2310001283,ADVANCE
2310001284,ADVANCE
2310001285,ADVANCE
2310001286,ADVANCE
2310001287,ADVANCE
2310001288,ADVANCE
2310001289,ADVANCE
2310001290,ADVANCE
2310001291,ADVANCE
2310001292,ADVANCE
2310001293,ADVANCE
2310001294,ADVANCE
2310001295,ADVANCE
2310001296,ADVANCE
2310001297,ADVANCE
2310001298,ADVANCE
2310001299,ADVANCE
2310001300,ADVANCE
2310001301,ADVANCE
2310001302,PARTIAL_ADVANCE
2310001303,PARTIAL_ADVANCE
2310001304,PARTIAL_ADVANCE
2310001305,PARTIAL_ADVANCE
2310001306,PARTIAL_ADVANCE
2310001307,PARTIAL_ADVANCE
2310001308,PARTIAL_ADVANCE
2310001309,PARTIAL_ADVANCE
2310001310,PARTIAL_ADVANCE
2310001311,PARTIAL_ADVANCE
2310001312,PARTIAL_ADVANCE
2310001313,PARTIAL_ADVANCE
2310001314,PARTIAL_ADVANCE
2310001315,PARTIAL_ADVANCE
2310001316,PARTIAL_ADVANCE
2310001317,PARTIAL_ADVANCE
2310001318,PARTIAL_ADVANCE
2310001319,PARTIAL_ADVANCE
2310001320,PARTIAL_ADVANCE
2310001321,PARTIAL_ADVANCE
2510001322,NO_ISSUE
2510001323,MULTIPLE_INVOICES
2510001324,MULTIPLE_INVOICES
2510001325,MULTIPLE_INVOICES
2310001326,MULTIPLE_INVOICES
2510001327,MULTIPLE_INVOICES
2310001328,MULTIPLE_INVOICES
2510001329,MULTIPLE_INVOICES
2310001330,MULTIPLE_INVOICES
2510001331,MULTIPLE_INVOICES
2510001332,MULTIPLE_INVOICES
2310001333,MULTIPLE_INVOICES
2510001334,MULTIPLE_INVOICES
2510001335,MULTIPLE_INVOICES
2310001336,MULTIPLE_INVOICES
2310001337,MULTIPLE_INVOICES
2310001338,MULTIPLE_INVOICES
2510001339,MULTIPLE_INVOICES
2510001340,MULTIPLE_INVOICES
2310001341,MULTIPLE_INVOICES
2510001342,MULTIPLE_INVOICES
2510001343,MULTIPLE_INVOICES
2310001344,MULTIPLE_INVOICES
2310001345,MULTIPLE_INVOICES
2510001346,MULTIPLE_INVOICES
2510001347,MULTIPLE_INVOICES
2310001348,MULTIPLE_INVOICES
2510001349,MULTIPLE_INVOICES
2510001350,MULTIPLE_INVOICES
2510001351,MULTIPLE_INVOICES
2310001352,WRONG_GL
2510001353,WRONG_GL
2510001354,WRONG_GL
2510001355,WRONG_GL
2510001356,WRONG_GL
2510001357,WRONG_GL
2310001358,WRONG_GL
2310001359,WRONG_GL
2510001360,WRONG_GL
2310001361,WRONG_GL
2510001362,WRONG_GL
2310001363,WRONG_GL
2310001364,WRONG_GL
2310001365,WRONG_GL
2310001366,WRONG_GL
2310001367,WRONG_GL
2510001368,WRONG_GL
2310001369,WRONG_GL
2310001370,WRONG_GL
2510001371,WRONG_GL
2310001372,WRONG_GL
2310001373,WRONG_GL
2310001374,WRONG_GL
2310001375,WRONG_GL
2310001376,WRONG_GL
2510001377,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001378,"WRONG_VENDOR_TYPE,WRONG_RATE"
2510001379,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001380,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001381,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001382,"WRONG_VENDOR_TYPE,WRONG_RATE"
2510001383,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001384,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001385,"WRONG_VENDOR_TYPE,WRONG_RATE"
2510001386,"WRONG_VENDOR_TYPE,WRONG_RATE"
2510001387,"WRONG_VENDOR_TYPE,WRONG_RATE"
2510001388,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001389,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001390,"WRONG_VENDOR_TYPE,WRONG_RATE"
2510001391,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001392,"WRONG_VENDOR_TYPE,WRONG_RATE"
2510001393,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001394,"WRONG_VENDOR_TYPE,WRONG_RATE"
2510001395,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001396,"WRONG_VENDOR_TYPE,WRONG_RATE"
2310001397,VENDOR_MISSING
2310001398,VENDOR_MISSING
2310001399,VENDOR_MISSING
2310001400,VENDOR_MISSING
2510001401,VENDOR_MISSING
2510001402,VENDOR_MISSING
2510001403,VENDOR_MISSING
2310001404,VENDOR_MISSING
2310001405,VENDOR_MISSING
2510001406,VENDOR_MISSING
2510001407,VENDOR_MISSING
2510001408,VENDOR_MISSING
2310001409,VENDOR_MISSING
2510001410,VENDOR_MISSING
2510001411,VENDOR_MISSING
2510001412,VENDOR_MISSING
2310001413,VENDOR_MISSING
2510001414,VENDOR_MISSING
2510001415,VENDOR_MISSING
2510001416,VENDOR_MISSING
2310001417,VENDOR_BLOCKED
2510001418,VENDOR_BLOCKED
2310001419,VENDOR_BLOCKED
2510001420,VENDOR_BLOCKED
2310001421,VENDOR_BLOCKED
2510001422,VENDOR_BLOCKED
2310001423,VENDOR_BLOCKED
2510001424,VENDOR_BLOCKED
2310001425,VENDOR_BLOCKED
2510001426,VENDOR_BLOCKED
2310001427,VENDOR_BLOCKED
2310001428,VENDOR_BLOCKED
2310001429,VENDOR_BLOCKED
2310001430,VENDOR_BLOCKED
2310001431,VENDOR_BLOCKED
2310001432,VENDOR_BLOCKED
2510001433,VENDOR_BLOCKED
2510001434,VENDOR_BLOCKED
2510001435,VENDOR_BLOCKED
2310001436,VENDOR_BLOCKED
2310001437,GSTIN_PRESENT_PAN_MISSING
2510001438,GSTIN_PRESENT_PAN_MISSING
2510001439,GSTIN_PRESENT_PAN_MISSING
2310001440,GSTIN_PRESENT_PAN_MISSING
2310001441,GSTIN_PRESENT_PAN_MISSING
2310001442,GSTIN_PRESENT_PAN_MISSING
2510001443,GSTIN_PRESENT_PAN_MISSING
2510001444,GSTIN_PRESENT_PAN_MISSING
2310001445,GSTIN_PRESENT_PAN_MISSING
2310001446,GSTIN_PRESENT_PAN_MISSING
2310001447,GSTIN_PRESENT_PAN_MISSING
2310001448,GSTIN_PRESENT_PAN_MISSING
2510001449,GSTIN_PRESENT_PAN_MISSING
2510001450,GSTIN_PRESENT_PAN_MISSING
2510001451,GSTIN_PRESENT_PAN_MISSING
2510001452,GSTIN_PRESENT_PAN_MISSING
2310001453,GSTIN_PRESENT_PAN_MISSING
2510001454,GSTIN_PRESENT_PAN_MISSING
2510001455,GSTIN_PRESENT_PAN_MISSING
2510001456,GSTIN_PRESENT_PAN_MISSING
2510001457,NO_ISSUE
1050001458,REVERSE_ENTRY
2510001459,NO_ISSUE
1050001460,REVERSE_ENTRY
2510001461,NO_ISSUE
1050001462,REVERSE_ENTRY
2510001463,NO_ISSUE
1050001464,REVERSE_ENTRY
2510001465,NO_ISSUE
1050001466,REVERSE_ENTRY
2510001467,NO_ISSUE
1050001468,REVERSE_ENTRY
2510001469,NO_ISSUE
1050001470,REVERSE_ENTRY
2510001471,NO_ISSUE
1050001472,REVERSE_ENTRY
2510001473,NO_ISSUE
1050001474,REVERSE_ENTRY
2510001475,NO_ISSUE
1050001476,REVERSE_ENTRY
2510001477,NO_ISSUE
1050001478,REVERSE_ENTRY
2510001479,NO_ISSUE
1050001480,REVERSE_ENTRY
2510001481,NO_ISSUE
1050001482,REVERSE_ENTRY
2510001483,NO_ISSUE
1050001484,REVERSE_ENTRY
2510001485,NO_ISSUE
1050001486,REVERSE_ENTRY
2510001487,NO_ISSUE
1050001488,REVERSE_ENTRY
2510001489,NO_ISSUE
1050001490,REVERSE_ENTRY
2510001491,NO_ISSUE
1050001492,REVERSE_ENTRY
2510001493,NO_ISSUE
1050001494,REVERSE_ENTRY
2510001495,NO_ISSUE
1050001496,REVERSE_ENTRY
1050001497,ADJUSTMENT_ENTRY
1050001498,ADJUSTMENT_ENTRY
1050001499,ADJUSTMENT_ENTRY
1050001500,ADJUSTMENT_ENTRY
1050001501,ADJUSTMENT_ENTRY
1050001502,ADJUSTMENT_ENTRY
1050001503,ADJUSTMENT_ENTRY
1050001504,ADJUSTMENT_ENTRY
1050001505,ADJUSTMENT_ENTRY
1050001506,ADJUSTMENT_ENTRY
1050001507,ADJUSTMENT_ENTRY
1050001508,ADJUSTMENT_ENTRY
1050001509,ADJUSTMENT_ENTRY
1050001510,ADJUSTMENT_ENTRY
1050001511,ADJUSTMENT_ENTRY
1050001512,ADJUSTMENT_ENTRY
1050001513,ADJUSTMENT_ENTRY
1050001514,ADJUSTMENT_ENTRY
1050001515,ADJUSTMENT_ENTRY
1050001516,ADJUSTMENT_ENTRY
1100001517,NEGATIVE_TDS
1100001518,POSITIVE_TDS
1100001519,NEGATIVE_TDS
1100001520,POSITIVE_TDS
1100001521,NEGATIVE_TDS
1100001522,POSITIVE_TDS
1100001523,NEGATIVE_TDS
1100001524,POSITIVE_TDS
1100001525,NEGATIVE_TDS
1100001526,POSITIVE_TDS
1100001527,NEGATIVE_TDS
1100001528,POSITIVE_TDS
1100001529,NEGATIVE_TDS
1100001530,POSITIVE_TDS
1100001531,NEGATIVE_TDS
1100001532,POSITIVE_TDS
1100001533,NEGATIVE_TDS
1100001534,POSITIVE_TDS
1100001535,NEGATIVE_TDS
1100001536,POSITIVE_TDS
1100001537,NEGATIVE_TDS
1100001538,POSITIVE_TDS
1100001539,NEGATIVE_TDS
1100001540,POSITIVE_TDS
1100001541,NEGATIVE_TDS
1100001542,POSITIVE_TDS
1100001543,NEGATIVE_TDS
1100001544,POSITIVE_TDS
1100001545,NEGATIVE_TDS
1100001546,POSITIVE_TDS
1100001547,NEGATIVE_TDS
1100001548,POSITIVE_TDS
1100001549,NEGATIVE_TDS
1100001550,POSITIVE_TDS
1100001551,NEGATIVE_TDS
1100001552,POSITIVE_TDS
1100001553,NEGATIVE_TDS
1100001554,POSITIVE_TDS
1100001555,NEGATIVE_TDS
1100001556,POSITIVE_TDS
1100001557,NEGATIVE_TDS
1100001558,POSITIVE_TDS
1100001559,NEGATIVE_TDS
1100001560,POSITIVE_TDS
1100001561,NEGATIVE_TDS
1100001562,POSITIVE_TDS
1100001563,NEGATIVE_TDS
1100001564,POSITIVE_TDS
1100001565,NEGATIVE_TDS
1100001566,POSITIVE_TDS
2510001567,NO_ISSUE
2510001568,NO_ISSUE
2510001569,NO_ISSUE
2510001570,NO_ISSUE
2510001571,NO_ISSUE
2510001572,NO_ISSUE
2510001573,NO_ISSUE
2510001574,NO_ISSUE
2610001575,NO_ISSUE
2610001576,NO_ISSUE
2610001577,NO_ISSUE
2610001578,NO_ISSUE
2610001579,NO_ISSUE
2610001580,NO_ISSUE
2610001581,NO_ISSUE
2610001582,NO_ISSUE
2310001583,NO_ISSUE
2310001584,NO_ISSUE
2310001585,NO_ISSUE
2310001586,NO_ISSUE
2310001587,NO_ISSUE
2310001588,NO_ISSUE
2310001589,NO_ISSUE
2310001590,NO_ISSUE
1050001591,NO_ISSUE
1050001592,NO_ISSUE
1050001593,NO_ISSUE
1050001594,NO_ISSUE
1050001595,NO_ISSUE
1050001596,NO_ISSUE
1050001597,NO_ISSUE
1050001598,NO_ISSUE
1100001599,NO_ISSUE
1100001600,NO_ISSUE
1100001601,NO_ISSUE
1100001602,NO_ISSUE
1100001603,NO_ISSUE
1100001604,NO_ISSUE
1100001605,NO_ISSUE
1100001606,NO_ISSUE
2310141607,NO_ISSUE
2310141608,NO_ISSUE
2310141609,NO_ISSUE
2310141610,NO_ISSUE
2310141611,NO_ISSUE
2310141612,NO_ISSUE
2310141613,NO_ISSUE
2310141614,NO_ISSUE
1100391615,NO_ISSUE
1100391616,NO_ISSUE
1100391617,NO_ISSUE
1100391618,NO_ISSUE
1100391619,NO_ISSUE
1100391620,NO_ISSUE
1100391621,NO_ISSUE
1100391622,NO_ISSUE
2510421623,NO_ISSUE
2510421624,NO_ISSUE
2510421625,NO_ISSUE
2510421626,NO_ISSUE
2510421627,NO_ISSUE
2510421628,NO_ISSUE
2510421629,NO_ISSUE
2510421630,NO_ISSUE
2310001631,INCORRECT_VENDOR_PAN
2510001632,INCORRECT_VENDOR_PAN
2310001633,INCORRECT_VENDOR_PAN
2310001634,INCORRECT_VENDOR_PAN
2310001635,INCORRECT_VENDOR_PAN
2510001636,INCORRECT_VENDOR_PAN
